No_At: 63 
Abbrv: AA Obj_Id: 43.22.2.1.2.1.1 Name: Alternate-Address Lower-B: 1 Upper-B: 800 No-Rec: 0 Syntax: 10 ACL: 0 Ind-Lev: 0 Phon: 0 
Abbrv: ACL Obj_Id: 43.12.2.1107.1.3.4.1 Name: Access-Control-List Lower-B: 1 Upper-B: 20500 No-Rec: 1 Syntax: 10000 ACL: 0 Ind-Lev: 0 Phon: 0 
Abbrv: AM Obj_Id: 43.12.2.1107.1.3.4.16 Name: Authentication-Mechanism Lower-B: 4 Upper-B: 4 No-Rec: 7 Syntax: 9 ACL: 0 Ind-Lev: 0 Phon: 0 
Abbrv: AON Obj_Id: 85.4.1 Name: Aliased-Object-Name Lower-B: 1 Upper-B: 1024 No-Rec: 1 Syntax: 1 ACL: 0 Ind-Lev: 0 Phon: 0 
Abbrv: ARL Obj_Id: 85.4.38 Name: Authority-Revocation-List Lower-B: 1 Upper-B: 32503 No-Rec: 0 Syntax: 1009 ACL: 0 Ind-Lev: 0 Phon: 0 
Abbrv: AT Obj_Id: 43.12.2.1107.1.3.4.6 Name: Attribute-Table Lower-B: 1 Upper-B: 101 No-Rec: 0 Syntax: 5 ACL: 0 Ind-Lev: 0 Phon: 0 
Abbrv: BC Obj_Id: 85.4.15 Name: Business-Category Lower-B: 1 Upper-B: 128 No-Rec: 2 Syntax: 4 ACL: 0 Ind-Lev: 0 Phon: 1 
Abbrv: C Obj_Id: 85.4.6 Name: Country-Name Lower-B: 2 Upper-B: 2 No-Rec: 1 Syntax: 1010 ACL: 0 Ind-Lev: 1 Phon: 1 
Abbrv: CAC Obj_Id: 85.4.37 Name: CA-Certificate Lower-B: 1 Upper-B: 3024 No-Rec: 0 Syntax: 1007 ACL: 0 Ind-Lev: 0 Phon: 0 
Abbrv: CCP Obj_Id: 85.4.40 Name: Cross-Certificate-Pair Lower-B: 1 Upper-B: 6056 No-Rec: 0 Syntax: 1008 ACL: 0 Ind-Lev: 0 Phon: 0 
Abbrv: CDC Obj_Id: 43.12.2.1107.1.3.4.13 Name: CDS-Cell Lower-B: 1 Upper-B: 284 No-Rec: 1 Syntax: 10 ACL: 0 Ind-Lev: 0 Phon: 0 
Abbrv: CDR Obj_Id: 43.12.2.1107.1.3.4.14 Name: CDS-Replica Lower-B: 1 Upper-B: 905 No-Rec: 0 Syntax: 10 ACL: 0 Ind-Lev: 0 Phon: 0 
Abbrv: CN Obj_Id: 85.4.3 Name: Common-Name Lower-B: 1 Upper-B: 64 No-Rec: 2 Syntax: 4 ACL: 0 Ind-Lev: 1 Phon: 1 
Abbrv: CRL Obj_Id: 85.4.39 Name: Certificate.-Revoc.-List Lower-B: 1 Upper-B: 32503 No-Rec: 0 Syntax: 1009 ACL: 0 Ind-Lev: 0 Phon: 0 
Abbrv: DI Obj_Id: 85.4.27 Name: Destination-Indicator Lower-B: 1 Upper-B: 128 No-Rec: 2 Syntax: 4 ACL: 0 Ind-Lev: 0 Phon: 1 
Abbrv: DSC Obj_Id: 85.4.13 Name: Description Lower-B: 1 Upper-B: 1024 No-Rec: 0 Syntax: 4 ACL: 0 Ind-Lev: 0 Phon: 0 
Abbrv: FTN Obj_Id: 85.4.23 Name: Fax-Telephone-Number Lower-B: 1 Upper-B: 32 No-Rec: 0 Syntax: 1004 ACL: 0 Ind-Lev: 0 Phon: 0 
Abbrv: IIN Obj_Id: 85.4.25 Name: Internat.-ISDN-Number Lower-B: 1 Upper-B: 16 No-Rec: 0 Syntax: 6 ACL: 0 Ind-Lev: 0 Phon: 0 
Abbrv: KNI Obj_Id: 85.4.2 Name: Knowledge-Information Lower-B: 1 Upper-B: 1024 No-Rec: 0 Syntax: 4 ACL: 0 Ind-Lev: 0 Phon: 0 
Abbrv: L Obj_Id: 85.4.7 Name: Locality-Name Lower-B: 1 Upper-B: 128 No-Rec: 2 Syntax: 4 ACL: 0 Ind-Lev: 1 Phon: 1 
Abbrv: MDE Obj_Id: 86.5.2.2 Name: MHS-Deliverable-EITs Lower-B: 1 Upper-B: 28 No-Rec: 8 Syntax: 2 ACL: 0 Ind-Lev: 0 Phon: 0 
Abbrv: MDL Obj_Id: 86.5.2.0 Name: MHS-Deliv.-Cont.-Length Lower-B: 4 Upper-B: 4 No-Rec: 1 Syntax: 9 ACL: 0 Ind-Lev: 0 Phon: 0 
Abbrv: MDM Obj_Id: 86.5.2.3 Name: MHS-DL-Members Lower-B: 1 Upper-B: 3596 No-Rec: 0 Syntax: 102 ACL: 0 Ind-Lev: 0 Phon: 0 
Abbrv: MDS Obj_Id: 86.5.2.4 Name: MHS-DL-Submit-Permission Lower-B: 1 Upper-B: 3604 No-Rec: 0 Syntax: 100 ACL: 0 Ind-Lev: 0 Phon: 0 
Abbrv: MDT Obj_Id: 86.5.2.1 Name: MHS-Deliv.-Cont.-Types Lower-B: 1 Upper-B: 28 No-Rec: 4 Syntax: 2 ACL: 0 Ind-Lev: 0 Phon: 0 
